CommID,FIPSPL,Name,CAT,CommID,FIPSPL,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
11,1903655,Audubon,INC4,11,1903655,7.498,23.167,34.428,27.410,0.000,7.498,30.664,39.719,29.617,0.000,0.000,0.000,81.922,10.581,7.498,0.000,0.000,0.000,4.036,60.583,35.381,0.000,0.000,0.000,0.000,40.671,51.831,7.498,0.000,0.000,0.000,11.533,33.174,11.060,40.198,4.036,0.000,24.321,31.445,0.000,40.198,4.036,0.000,50.476,27.410,7.498,10.581,4.036,0.000,48.269,40.198,11.533,0.000,0.000,8.718,29.229,36.093,12.403,3.527,10.030,60.281,21.640,18.078,0.000,0.000,0.000,74.324,25.676,0.000,0.000,0.000,0.000,73.069,26.931,0.000,0.000,0.000,0.000,7.498,34.907,25.676,31.919,0.000,0.000,18.557,38.938,38.469,4.036,0.000,0.000,30.090,60.583,0.000,4.036,5.290,0.000,31.356,39.588,24.850,4.206,0.000,0.000,42.907,38.710,18.383,0.000,0.000,0.000
12,1904420,Bancroft,INC4,12,1904420,30.888,34.253,17.362,17.497,0.000,0.000,33.513,60.498,5.989,0.000,0.000,0.000,9.778,4.889,18.677,11.136,6.742,48.779,11.373,66.487,11.373,0.000,10.767,0.000,22.140,34.859,24.899,18.102,0.000,0.000,71.349,17.596,5.233,0.000,0.000,5.822,32.576,40.426,8.028,0.000,18.970,0.000,22.110,39.837,5.233,8.028,24.792,0.000,46.313,30.858,22.829,0.000,0.000,0.000,31.215,40.093,24.685,2.110,0.000,1.897,14.172,63.361,13.184,4.889,4.395,0.000,62.347,37.653,0.000,0.000,0.000,0.000,54.422,35.800,9.778,0.000,0.000,0.000,4.889,35.196,30.307,29.608,0.000,0.000,53.174,40.085,0.000,6.742,0.000,0.000,62.951,11.136,0.000,0.000,21.024,4.889,58.557,32.160,0.000,0.000,4.395,4.889,18.903,64.335,12.165,0.000,4.597,0.000
13,1904825,Batavia,INC4,13,1904825,0.000,0.000,41.703,20.851,0.000,37.446,0.000,0.000,0.000,20.851,0.000,79.149,41.703,33.015,0.000,0.000,0.000,25.282,0.000,26.345,41.712,0.000,31.943,0.000,0.000,0.000,0.000,20.851,0.000,79.149,0.000,0.000,26.345,0.000,58.288,15.368,0.000,0.000,20.851,0.000,46.134,33.015,0.000,12.163,0.000,20.851,46.134,20.851,0.000,33.015,20.851,25.282,0.000,20.851,6.950,6.950,6.950,6.950,0.000,72.198,0.000,41.703,33.015,0.000,0.000,25.282,53.866,46.134,0.000,0.000,0.000,0.000,41.703,33.015,0.000,25.282,0.000,0.000,0.000,33.015,20.851,46.134,0.000,0.000,12.163,20.851,20.851,0.000,0.000,46.134,58.297,41.703,0.000,0.000,0.000,0.000,53.866,20.851,0.000,0.000,25.282,0.000,0.000,20.851,41.703,0.000,0.000,37.446
14,1904870,Battle Creek,INC4,14,1904870,0.000,0.000,7.374,77.098,5.920,9.607,0.000,16.946,0.000,48.516,0.000,34.539,5.649,52.034,5.649,0.000,3.518,33.151,0.000,61.207,14.811,9.167,9.167,5.649,0.000,0.000,5.649,59.813,0.000,34.539,0.000,3.687,19.210,55.655,5.920,15.527,0.000,14.811,58.751,8.105,3.518,14.815,0.000,0.000,80.785,0.000,3.687,15.527,4.587,23.978,9.167,53.102,3.518,5.649,1.173,24.875,7.639,40.694,0.000,25.620,18.340,26.108,52.034,0.000,0.000,3.518,83.058,16.942,0.000,0.000,0.000,0.000,28.894,71.106,0.000,0.000,0.000,0.000,0.000,11.297,85.185,0.000,3.518,0.000,34.213,57.682,4.587,0.000,3.518,0.000,23.985,57.682,3.518,0.000,5.649,9.167,8.105,19.398,14.815,48.516,3.518,5.649,0.000,34.213,56.620,5.649,3.518,0.000
15,1904960,Bayard,INC4,15,1904960,0.000,0.000,8.554,51.410,31.481,8.554,0.000,0.000,0.000,59.966,11.107,28.927,8.554,22.962,15.978,0.000,21.024,31.481,0.000,11.107,70.720,0.000,0.000,18.173,0.000,0.000,0.000,50.880,11.107,38.013,0.000,0.000,5.853,0.000,50.603,43.544,0.000,0.000,6.217,0.000,64.504,29.280,10.457,5.853,10.125,5.853,50.603,17.109,10.457,0.000,75.136,5.853,0.000,8.554,22.169,16.868,17.435,16.839,0.000,26.690,0.000,24.532,37.334,8.554,0.000,29.579,64.568,35.432,0.000,0.000,0.000,0.000,29.579,56.014,14.408,0.000,0.000,0.000,10.457,56.813,11.706,21.024,0.000,0.000,34.787,41.733,23.480,0.000,0.000,0.000,61.060,30.385,0.000,0.000,0.000,8.554,11.435,11.072,29.392,38.746,0.000,9.355,18.679,14.408,14.408,21.024,31.481,0.000
16,1905365,Bedford,INC4,16,1905365,0.000,0.000,0.000,70.097,29.903,0.000,12.257,50.503,37.239,0.000,0.000,0.000,37.239,46.353,16.408,0.000,0.000,0.000,0.000,11.001,34.096,16.408,38.495,0.000,0.000,16.408,67.185,16.408,0.000,0.000,16.408,57.354,26.238,0.000,0.000,0.000,0.000,12.538,38.859,0.000,48.603,0.000,18.700,11.204,57.558,0.000,0.000,12.538,12.257,16.408,71.335,0.000,0.000,0.000,0.000,38.803,35.617,25.580,0.000,0.000,27.409,38.495,34.096,0.000,0.000,0.000,27.409,72.591,0.000,0.000,0.000,0.000,16.408,33.089,50.503,0.000,0.000,0.000,0.000,18.700,62.601,18.700,0.000,0.000,39.666,60.334,0.000,0.000,0.000,0.000,27.409,43.926,0.000,0.000,16.408,12.257,16.408,49.497,34.096,0.000,0.000,0.000,26.238,11.001,50.503,0.000,0.000,12.257
17,1907030,Bloomfield,INC4,17,1907030,0.000,33.604,26.755,28.352,11.289,0.000,5.745,71.467,18.129,4.659,0.000,0.000,47.945,44.132,0.000,0.000,7.922,0.000,0.000,71.692,28.308,0.000,0.000,0.000,0.000,55.779,11.406,21.136,11.680,0.000,21.136,39.114,0.000,0.000,39.751,0.000,21.136,19.875,27.434,0.000,31.555,0.000,19.838,44.634,16.874,0.000,18.655,0.000,33.699,46.464,19.838,0.000,0.000,0.000,25.815,42.727,28.215,0.000,3.243,0.000,47.945,40.765,0.000,0.000,11.289,0.000,27.516,52.055,20.430,0.000,0.000,0.000,36.656,49.069,2.985,0.000,11.289,0.000,11.289,11.289,33.576,43.845,0.000,0.000,11.289,62.193,26.518,0.000,0.000,0.000,16.226,37.780,2.985,0.000,43.009,0.000,50.931,22.314,6.325,20.430,0.000,0.000,47.945,52.055,0.000,0.000,0.000,0.000
18,1909280,Buffalo Center,INC4,18,1909280,9.208,20.696,51.259,15.580,3.257,0.000,17.671,37.487,32.377,9.208,3.257,0.000,44.153,6.985,48.862,0.000,0.000,0.000,7.589,33.251,37.254,21.907,0.000,0.000,3.257,17.671,60.876,18.196,0.000,0.000,20.791,37.570,35.124,0.000,6.515,0.000,8.230,50.048,12.698,0.000,29.024,0.000,0.000,37.303,35.628,21.929,5.140,0.000,3.257,44.413,41.722,10.607,0.000,0.000,25.160,31.460,22.727,16.992,2.172,1.489,37.293,20.901,23.892,0.000,17.915,0.000,66.688,24.986,0.000,0.000,8.325,0.000,71.184,10.901,0.000,0.000,17.915,0.000,2.945,28.940,42.759,25.356,0.000,0.000,40.238,41.847,9.590,0.000,8.325,0.000,28.529,26.550,8.938,0.000,35.984,0.000,23.207,23.932,12.821,0.000,40.040,0.000,22.540,36.639,24.790,3.084,12.947,0.000
19,1910045,Calmar,INC4,19,1910045,9.137,9.515,67.264,14.083,0.000,0.000,9.137,72.022,14.083,0.000,0.000,4.757,45.204,54.796,0.000,0.000,0.000,0.000,9.137,9.137,28.356,0.000,53.370,0.000,0.000,4.569,9.137,86.294,0.000,0.000,0.000,75.470,4.985,0.000,19.545,0.000,0.000,9.137,23.787,4.569,62.507,0.000,0.000,9.137,76.779,0.000,14.083,0.000,4.569,13.706,81.726,0.000,0.000,0.000,7.677,42.785,22.484,22.484,3.046,1.523,9.183,53.040,37.777,0.000,0.000,0.000,56.265,40.756,0.000,0.000,2.979,0.000,56.265,40.756,0.000,0.000,2.979,0.000,0.000,9.060,53.163,37.777,0.000,0.000,2.979,90.817,6.204,0.000,0.000,0.000,12.408,81.198,0.000,0.000,0.000,6.394,2.979,90.940,0.000,0.000,3.102,2.979,3.197,57.866,38.937,0.000,0.000,0.000
20,1912270,Center Point,INC4,20,1912270,6.475,29.653,22.840,22.972,16.951,1.108,19.602,37.577,33.791,0.000,9.030,0.000,70.515,20.753,8.178,0.000,0.554,0.000,24.341,55.205,6.006,2.012,11.894,0.543,2.012,13.224,51.546,20.295,6.888,6.035,4.046,47.157,12.351,0.000,33.348,3.098,0.000,16.397,5.932,0.000,67.024,10.647,22.998,20.369,28.800,0.000,25.821,2.012,4.307,39.011,45.644,2.142,8.896,0.000,11.059,22.609,24.408,24.009,10.016,7.900,0.543,26.631,18.409,26.617,12.894,14.906,51.989,31.614,0.000,0.000,16.397,0.000,56.578,31.071,0.000,0.000,12.351,0.000,0.000,58.199,29.525,12.277,0.000,0.000,30.669,53.782,7.026,0.000,8.524,0.000,42.234,42.683,6.475,0.000,6.000,2.607,25.010,41.333,9.443,1.960,14.185,8.070,21.202,44.335,21.144,0.000,13.319,0.000
21,1912720,Chariton,INC4,21,1912720,14.117,48.876,24.055,12.951,0.000,0.000,0.000,65.240,34.760,0.000,0.000,0.000,45.766,28.394,7.361,18.479,0.000,0.000,14.117,26.144,37.007,16.256,6.476,0.000,0.000,0.000,69.469,24.055,6.476,0.000,0.000,29.607,35.683,0.000,34.709,0.000,14.117,72.932,6.476,0.000,6.476,0.000,28.233,5.552,54.187,12.028,0.000,0.000,0.000,39.096,60.904,0.000,0.000,0.000,11.570,20.354,36.646,27.113,4.317,0.000,6.813,57.348,27.893,0.000,7.946,0.000,45.766,39.512,7.361,0.000,7.361,0.000,16.047,35.755,18.479,0.000,29.719,0.000,0.000,6.311,67.849,25.840,0.000,0.000,0.000,46.839,53.161,0.000,0.000,0.000,45.766,39.512,0.000,0.000,14.722,0.000,0.000,34.705,23.408,41.887,0.000,0.000,0.000,52.077,47.923,0.000,0.000,0.000
22,1913080,Cherokee,INC4,22,1913080,7.123,26.264,62.268,4.346,0.000,0.000,34.949,55.138,9.913,0.000,0.000,0.000,27.203,59.067,10.525,0.000,3.206,0.000,9.891,49.899,26.269,10.629,3.312,0.000,16.957,25.331,47.082,10.629,0.000,0.000,7.085,24.638,56.846,0.000,7.877,3.554,15.200,53.315,7.877,3.530,16.523,3.554,18.050,52.349,22.010,0.000,0.000,7.591,17.538,68.043,14.419,0.000,0.000,0.000,26.503,44.199,25.680,2.275,1.343,0.000,58.088,25.212,16.700,0.000,0.000,0.000,37.727,62.273,0.000,0.000,0.000,0.000,34.522,55.190,6.390,0.000,3.899,0.000,6.368,61.337,25.212,7.083,0.000,0.000,26.510,65.693,7.798,0.000,0.000,0.000,27.203,24.498,7.105,34.569,0.000,6.626,16.414,70.070,3.206,7.105,0.000,3.206,23.518,66.193,7.083,3.206,0.000,0.000
23,1913530,Clarence,INC4,23,1913530,3.211,8.313,43.552,21.729,23.196,0.000,50.490,38.177,0.000,0.000,11.333,0.000,36.539,22.074,13.737,7.654,19.996,0.000,6.421,45.961,24.423,0.000,23.196,0.000,0.000,0.000,19.646,38.177,11.333,30.844,0.000,3.494,21.028,26.582,39.848,9.048,9.048,51.104,0.000,0.000,30.800,9.048,0.000,7.654,17.336,9.910,35.987,29.112,0.000,52.191,34.054,5.103,8.652,0.000,4.848,17.837,13.683,12.721,10.439,40.472,44.194,26.305,6.082,6.082,17.336,0.000,66.672,13.737,0.000,6.082,13.509,0.000,70.499,9.910,0.000,6.082,13.509,0.000,7.654,21.391,22.251,35.195,13.509,0.000,44.810,29.112,6.486,6.082,13.509,0.000,19.592,32.939,0.000,6.082,37.559,3.827,7.654,23.419,25.285,6.082,33.732,3.827,7.654,48.931,0.000,6.082,37.332,0.000
24,1913575,Clarinda,INC4,24,1913575,1.648,35.735,55.646,5.323,1.648,0.000,16.645,63.564,10.341,9.450,0.000,0.000,18.459,53.380,9.068,0.000,19.093,0.000,1.621,27.353,59.949,5.236,5.840,0.000,4.501,15.024,62.306,18.169,0.000,0.000,16.550,41.036,24.508,0.000,17.906,0.000,1.648,19.369,10.218,0.000,62.829,5.936,0.000,47.765,24.393,0.000,27.842,0.000,7.432,42.767,43.444,6.357,0.000,0.000,19.210,54.767,12.006,14.016,0.000,0.000,36.472,37.854,17.885,5.025,2.763,0.000,57.121,28.208,14.671,0.000,0.000,0.000,66.865,12.861,14.671,0.000,5.603,0.000,5.599,46.574,34.966,12.861,0.000,0.000,16.903,64.107,13.965,0.000,5.025,0.000,48.303,30.746,5.603,0.000,11.305,4.043,29.764,34.911,35.324,0.000,0.000,0.000,18.164,50.265,16.910,0.000,14.661,0.000
25,1915240,Colo,INC4,25,1915240,0.000,3.973,23.177,42.391,28.510,1.949,3.795,0.000,4.476,8.271,13.868,69.590,20.636,53.658,4.048,0.000,21.659,0.000,0.000,25.482,50.556,8.271,15.691,0.000,0.000,3.973,3.973,8.659,14.518,68.877,0.000,19.256,32.593,0.000,46.121,2.030,3.436,12.632,9.371,0.000,58.093,16.467,0.000,20.754,23.177,3.973,50.147,1.949,7.409,24.665,48.722,0.000,14.518,4.686,17.474,22.701,19.307,4.345,3.738,32.433,18.391,33.176,7.479,0.000,28.413,12.541,45.781,32.560,0.000,0.000,21.659,0.000,44.097,34.244,0.000,0.000,21.659,0.000,10.911,42.339,26.114,20.636,0.000,0.000,13.211,52.590,30.152,4.048,0.000,0.000,20.030,29.799,3.432,0.000,21.659,25.081,29.193,32.560,29.129,0.000,9.118,0.000,11.653,65.372,3.469,0.000,19.506,0.000
26,1915420,Columbus Junction,INC4,26,1915420,1.616,5.654,56.290,31.530,4.909,0.000,56.733,11.746,27.881,0.000,3.640,0.000,3.512,12.950,32.901,50.637,0.000,0.000,0.000,27.248,39.851,29.389,3.512,0.000,0.000,3.013,49.516,47.470,0.000,0.000,1.739,31.609,4.606,54.463,5.280,2.303,25.529,9.322,33.540,0.000,31.609,0.000,0.000,6.109,90.114,0.000,3.778,0.000,0.000,13.928,60.544,0.000,25.529,0.000,1.319,10.707,45.597,39.950,2.427,0.000,10.563,63.561,2.141,23.735,0.000,0.000,40.197,59.803,0.000,0.000,0.000,0.000,14.321,56.290,0.000,23.735,5.654,0.000,2.219,40.504,29.038,24.599,3.640,0.000,5.859,63.682,30.459,0.000,0.000,0.000,16.462,81.397,0.000,0.000,2.141,0.000,8.667,61.944,23.735,0.000,5.654,0.000,5.155,67.598,0.000,23.735,3.512,0.000
27,1916500,Corning,INC4,27,1916500,0.000,27.574,57.035,15.392,0.000,0.000,30.512,56.818,12.670,0.000,0.000,0.000,9.218,49.509,35.931,5.342,0.000,0.000,0.000,6.040,39.729,48.191,6.040,0.000,0.000,10.779,72.313,16.909,0.000,0.000,27.574,15.280,17.089,7.696,32.362,0.000,0.000,8.616,39.606,0.000,51.778,0.000,0.000,15.872,22.193,7.696,54.239,0.000,0.000,71.805,28.195,0.000,0.000,0.000,18.867,41.778,29.095,0.782,1.796,7.682,54.993,13.578,26.087,5.342,0.000,0.000,65.028,26.087,3.543,0.000,0.000,5.342,47.792,35.827,11.039,0.000,0.000,5.342,0.000,34.954,31.269,33.776,0.000,0.000,20.746,54.773,24.481,0.000,0.000,0.000,34.543,52.208,3.954,0.000,3.954,5.342,55.618,39.040,5.342,0.000,0.000,0.000,7.496,64.480,22.682,0.000,0.000,5.342
28,1916545,Correctionville,INC4,28,1916545,0.000,25.089,41.740,20.524,6.777,5.871,21.603,70.317,2.402,0.000,3.277,2.402,32.140,42.360,23.099,0.000,2.402,0.000,0.000,16.216,46.051,13.699,21.633,2.402,4.741,22.134,50.474,7.201,0.000,15.450,12.611,27.089,0.000,6.339,37.127,16.833,0.000,32.220,2.681,3.659,30.455,30.985,0.000,37.790,41.397,3.358,14.995,2.461,0.000,55.122,39.199,5.679,0.000,0.000,15.642,40.291,14.910,10.334,4.566,14.256,15.210,52.677,14.767,0.000,17.346,0.000,41.242,55.481,3.277,0.000,0.000,0.000,25.288,68.158,3.277,0.000,3.277,0.000,4.803,59.749,33.046,2.402,0.000,0.000,27.397,67.800,4.803,0.000,0.000,0.000,29.962,43.719,0.000,0.000,21.021,5.298,13.271,34.333,42.139,0.000,10.256,0.000,11.589,51.730,2.402,0.000,34.280,0.000
29,1919945,Denison,INC4,29,1919945,12.944,49.347,28.490,7.985,1.234,0.000,15.913,34.394,46.626,3.067,0.000,0.000,25.112,46.494,10.841,0.000,17.554,0.000,5.499,52.740,33.840,4.600,3.321,0.000,3.972,22.902,52.255,20.871,0.000,0.000,0.000,44.735,21.426,0.000,27.504,6.335,0.000,25.209,23.115,9.804,36.780,5.093,9.327,42.046,13.000,8.827,25.619,1.181,5.079,31.729,60.126,0.000,3.067,0.000,12.825,46.714,29.718,10.743,0.000,0.000,30.598,47.476,16.847,0.000,5.079,0.000,39.094,40.534,15.292,0.000,5.079,0.000,27.882,50.066,10.713,0.000,11.339,0.000,5.079,54.841,31.934,8.146,0.000,0.000,6.260,67.939,18.154,7.646,0.000,0.000,34.496,27.436,19.540,3.067,14.280,1.181,29.642,48.307,14.405,7.646,0.000,0.000,17.299,46.996,24.493,0.000,11.213,0.000
30,1921810,Donnellson,INC4,30,1921810,2.658,5.502,27.019,54.356,7.714,2.751,2.561,2.651,0.000,6.368,0.000,88.419,67.719,27.246,5.035,0.000,0.000,0.000,2.649,54.948,32.417,2.559,7.428,0.000,0.000,0.000,0.000,34.293,0.000,65.707,2.589,29.986,30.077,2.680,31.988,2.680,5.474,21.684,34.036,2.784,33.237,2.784,3.621,44.703,28.901,5.165,7.279,10.331,2.589,32.757,61.975,2.680,0.000,0.000,1.207,25.483,27.929,15.416,3.621,26.344,2.432,73.341,8.565,2.518,9.614,3.530,32.450,57.936,6.084,0.000,3.530,0.000,43.447,41.903,8.601,0.000,6.048,0.000,0.000,27.838,41.360,23.530,3.655,3.618,4.950,63.311,24.643,0.000,3.566,3.530,7.741,74.464,0.000,2.610,8.916,6.269,0.000,18.179,24.643,53.648,0.000,3.530,5.962,80.437,7.553,2.518,3.530,0.000
31,1922620,Dumont,INC4,31,1922620,0.000,13.567,28.763,49.134,0.000,8.536,0.000,20.979,32.984,27.791,0.000,18.245,11.574,22.807,22.045,4.884,16.117,22.574,4.221,47.303,44.254,0.000,4.221,0.000,14.024,10.004,42.625,23.639,5.488,4.221,0.000,8.536,5.488,37.500,38.767,9.709,0.000,27.591,34.251,14.225,19.712,4.221,15.491,0.000,38.109,14.225,9.709,22.467,10.004,20.684,45.379,14.225,9.709,0.000,6.669,20.509,29.627,22.307,7.317,13.571,15.491,48.933,4.221,13.567,4.221,13.567,45.006,37.206,0.000,0.000,17.788,0.000,34.708,19.054,28.450,13.567,4.221,0.000,19.512,40.691,35.576,0.000,4.221,0.000,33.736,38.472,23.570,0.000,4.221,0.000,34.545,44.254,0.000,0.000,16.979,4.221,20.979,66.264,0.000,0.000,4.221,8.536,12.195,38.385,30.553,0.000,18.866,0.000
32,1923250,Eagle Grove,INC4,32,1923250,4.148,29.328,42.189,24.335,0.000,0.000,17.419,72.487,10.093,0.000,0.000,0.000,46.337,39.421,10.093,4.148,0.000,0.000,4.148,23.364,46.337,26.150,0.000,0.000,0.000,26.150,49.514,24.335,0.000,0.000,36.244,34.429,3.177,0.000,26.150,0.000,4.148,24.335,3.177,0.000,68.339,0.000,4.148,62.376,33.476,0.000,0.000,0.000,4.148,46.337,49.514,0.000,0.000,0.000,8.717,52.323,35.596,3.364,0.000,0.000,14.242,49.514,14.242,22.002,0.000,0.000,43.569,56.431,0.000,0.000,0.000,0.000,21.568,42.189,10.093,22.002,4.148,0.000,0.000,17.419,78.432,4.148,0.000,0.000,3.177,82.581,14.242,0.000,0.000,0.000,49.514,50.486,0.000,0.000,0.000,0.000,53.663,42.189,0.000,0.000,4.148,0.000,7.326,50.486,42.189,0.000,0.000,0.000
33,1924645,Elgin,INC4,33,1924645,15.209,0.000,30.418,31.642,22.732,0.000,7.604,0.000,46.851,7.604,19.830,18.111,33.361,33.320,18.111,0.000,15.209,0.000,0.000,55.708,27.832,8.230,8.230,0.000,0.000,7.604,39.246,35.039,0.000,18.111,0.000,0.000,27.876,24.691,39.202,8.230,0.000,29.692,16.461,6.414,47.433,0.000,30.336,22.813,22.813,5.927,18.111,0.000,9.842,33.280,47.037,0.000,9.842,0.000,17.925,30.163,18.578,8.230,0.000,25.103,0.000,36.221,40.965,7.604,0.000,15.209,36.344,63.656,0.000,0.000,0.000,0.000,7.604,77.187,7.604,7.604,0.000,0.000,0.000,40.965,51.430,7.604,0.000,0.000,33.361,51.430,15.209,0.000,0.000,0.000,0.000,48.529,0.000,0.000,21.135,30.336,0.000,56.051,15.209,0.000,21.135,7.604,0.000,62.040,20.633,8.664,8.664,0.000
34,1924780,Elk Horn,INC4,34,1924780,6.290,21.326,31.139,37.223,4.022,0.000,26.029,55.612,8.311,10.049,0.000,0.000,52.402,43.602,0.000,3.996,0.000,0.000,19.880,34.410,23.330,15.073,7.307,0.000,2.969,3.499,54.765,35.268,0.000,3.499,15.543,25.329,29.438,5.378,21.328,2.985,9.966,27.576,23.402,8.848,26.564,3.643,6.281,37.657,29.225,13.788,13.048,0.000,6.075,49.067,39.834,5.024,0.000,0.000,10.891,23.958,33.977,14.228,3.524,13.421,8.549,39.932,31.160,12.981,3.381,3.996,71.288,28.712,0.000,0.000,0.000,0.000,70.116,18.691,7.813,0.000,3.381,0.000,6.249,40.305,40.901,12.545,0.000,0.000,31.300,45.818,22.882,0.000,0.000,0.000,54.647,29.427,8.549,0.000,3.381,3.996,41.981,28.375,11.930,3.381,10.337,3.996,25.994,43.919,23.079,0.000,3.504,3.504
35,1925095,Elma,INC4,35,1925095,0.000,25.435,25.824,34.879,13.862,0.000,0.000,8.626,16.294,22.404,14.031,38.644,0.000,19.452,0.000,6.372,29.960,44.216,9.441,21.707,28.606,0.000,29.473,10.774,0.000,15.076,19.834,9.844,20.481,34.765,0.000,20.688,42.665,0.000,24.751,11.897,9.441,32.321,15.020,13.746,29.473,0.000,0.000,21.547,7.059,24.519,46.874,0.000,0.000,32.956,47.353,11.897,7.794,0.000,7.624,37.502,38.530,0.000,12.753,3.591,0.000,32.679,11.743,27.019,20.706,7.853,32.925,50.977,0.000,0.000,16.098,0.000,8.522,68.193,7.187,0.000,16.098,0.000,0.000,43.531,38.637,0.000,17.832,0.000,39.285,35.824,0.000,0.000,24.891,0.000,20.214,17.832,7.961,0.000,33.188,20.804,0.000,49.316,10.774,0.000,39.911,0.000,0.000,41.836,22.135,7.187,28.842,0.000
36,1925725,Epworth,INC4,36,1925725,0.000,6.524,60.813,9.454,23.210,0.000,3.262,0.000,39.631,0.000,20.620,36.487,60.965,20.942,5.407,0.000,12.687,0.000,29.308,36.774,5.696,25.374,2.848,0.000,12.687,10.426,22.317,26.348,2.848,25.374,38.061,8.366,16.220,0.000,37.353,0.000,0.000,6.524,33.107,0.000,45.839,14.531,15.535,28.809,44.442,7.578,3.636,0.000,0.000,38.651,56.910,0.000,4.439,0.000,20.632,5.972,28.637,20.217,1.899,22.644,62.148,31.368,5.696,0.000,0.788,0.000,76.099,10.426,12.687,0.000,0.788,0.000,76.099,15.535,0.000,0.000,0.788,7.578,37.852,15.833,33.629,12.687,0.000,0.000,16.910,39.622,43.468,0.000,0.000,0.000,21.529,33.629,25.374,0.000,18.681,0.788,49.751,20.265,18.094,0.000,9.042,2.848,14.781,20.526,50.113,0.000,14.580,0.000
37,1925860,Estherville,INC4,37,1925860,0.000,48.349,30.627,21.024,0.000,0.000,26.457,69.343,4.200,0.000,0.000,0.000,9.251,42.886,39.486,0.000,4.189,4.189,0.000,33.199,66.801,0.000,0.000,0.000,0.000,36.303,35.335,28.361,0.000,0.000,4.384,33.699,13.964,21.024,17.849,9.080,4.384,47.662,4.884,4.197,12.966,25.907,8.401,36.962,38.196,4.200,8.221,4.020,4.200,58.081,37.718,0.000,0.000,0.000,21.738,56.707,14.841,0.000,0.000,6.714,46.577,53.423,0.000,0.000,0.000,0.000,47.761,22.690,25.173,0.000,0.000,4.376,49.684,41.509,4.403,0.000,4.403,0.000,8.753,70.263,20.984,0.000,0.000,0.000,22.380,56.636,20.984,0.000,0.000,0.000,42.886,39.984,4.189,0.000,4.189,8.753,54.121,37.126,0.000,0.000,0.000,8.753,28.761,66.365,4.874,0.000,0.000,0.000
38,1926175,Everly,INC4,38,1926175,0.000,16.659,31.646,33.467,14.346,3.882,0.000,2.206,8.257,6.407,0.000,83.129,41.936,37.842,12.458,7.764,0.000,0.000,0.000,20.753,48.561,12.139,18.546,0.000,0.000,0.000,8.257,10.608,2.206,78.928,37.842,41.579,10.289,0.000,10.289,0.000,0.000,45.461,23.278,0.000,27.378,3.882,18.977,20.541,44.104,4.201,8.295,3.882,0.000,38.192,49.247,12.561,0.000,0.000,0.000,8.321,27.185,15.131,2.801,46.563,4.201,64.645,8.295,3.882,0.000,18.977,43.930,53.863,2.206,0.000,0.000,0.000,46.137,43.400,2.206,0.000,8.257,0.000,4.201,40.048,32.892,22.859,0.000,0.000,24.809,71.309,3.882,0.000,0.000,0.000,18.977,39.729,2.206,0.000,18.546,20.541,2.206,59.025,3.882,3.882,22.921,8.083,12.458,75.365,3.882,2.206,6.089,0.000
